,매체명,헤드라인,내용요약,뉴스url
0,아이뉴스24,일회용 생리대 불안에…대안 생리대 판매 전년比 1900% ↑,"해외배송대행서비스 몰테일이 지난 18~24일 건강식품 전문쇼핑몰 '비타트라'의 생리용품 해외직구 건수를 집계한 결과, 전주 대비 약 6.6배가 상승한 것으로 나타났다. 특히 의약외품으로 분류돼 현재 국내에서 판매가...",http://www.inews24.com/php/news_view.php?g_serial=1044311&g_menu=022500&rrf=nv
1,중앙일보,[오늘의 운세] 8월 26일,말 - 재물 : 지출 건강 : 주의 사랑 : 답답 길방 : 北 30년생 과식하지 말고 건강식품 섭취. 42년생 힘든 일 하지 말고 놀면서 지낼 것. 54년생 무리하지 말고 형편에 맞춰. 66년생 운전은 안전이 최우선. 78년생 져주는...,http://news.joins.com/article/olink/21468408
2,중앙일보,"식약처, 최근 3년간 생산·수입 모든 생리대 독성 조사",이날 해외 배송대행업체 몰테일이 건강식품 전문쇼핑몰 ‘비타트라’의 생리용품 해외직구 건수를 집계한 결과 최근 일주일(18~24일)간 주문 물량이 직전(11~17일)의 약 6.6배나 됐다. 유기농 소재의 ‘친환경’ 생리대도...,http://news.joins.com/article/olink/21468419
3,동아일보,생리용품 해외직구 급증… 안전성은 “글쎄”,해외배송 대행업체인 몰테일은 자사 건강식품 전문쇼핑몰 생리용품 해외 직구 건수를 집계한 결과 18∼24일 주문 물량이 전주 대비 약 6.6배 늘었다고 밝혔다. 순면과 유기농 소재를 쓰는 것으로 알려진 한 외국 생리대...,http://news.donga.com/3/all/20170826/85994241/1
4,조선일보,[Why] 병원 갔더니 오십견이란다… 내 나이 70인데 '푸하하',"건강식품, 건강 요법, 건강보험 그리고 비타민. 그만큼 우리는 오래 살고 싶어 하고 건강을 유지하고 싶어 한다. 몸에 좋다는 건 다 먹는다. 온갖 뿌리, 액체, 유기농 식품, 약, 특히 비타민은 필수다. 비타민 산업은 전...",http://news.chosun.com/site/data/html_dir/2017/08/25/2017082501837.html
5,한국일보,[아하! 생태!] 모진풍파 견디며 1800년 살아가는 바오밥나무,또 항산화물질이 풍부해 최근에는 기능성 식품이나 건강보조식품으로서 각광받고 있습니다. 우리나라에서도 바오밥나무 열매의 분말을 판매하고 있답니다. 아프리카바오밥의 잎과 수피. 바오밥나무 껍질에서 뽑아낸...,http://www.hankookilbo.com/v/647c464a6b2f4164ac54ef65a7f49770
6,국민일보,최근 3년간 생산·유통된 모든 생리대 유해물질 조사,해외배송대행서비스 몰테일은 건강식품 전문쇼핑몰 비타트라의 해외 직구 건수를 집계한 결과 지난 18일부터 24일까지 생리용품 구매가 1주일 전보다 약 6.6배 늘었다고 25일 밝혔다. 영국 여성환경운동가 수지 휴스...,http://news.kmib.co.kr/article/view.asp?arcid=0923805021&code=11132000&cp=nv
7,쿠키뉴스,"화학물질 범벅 생리대…여성들, 직접 성분 알아보고 대안 찾는다",이미 건강식품 직구 사이트인 '아이허브' 등에서 나트라케어와 콜만은 일시품절 상태에 놓일 정도로 소비자의 불안감이 심각하다. 몰테일에 따르면 건강식품 사이트인 '비타트라'에서도 금주 생리용품 해외직구 건수를...,http://www.kukinews.com/news/article.html?no=479417
8,이코노믹리뷰,[biz 인사이드] 네슬레는 어떻게 주방기업에서 벗어 났을까②,"예를 들어, 미국에서는, 사람들이 더 건강한 식품을 찾는 경향을 보이면서 초콜릿 사업에 경고등이 들어 온 상태다. 이달 들어 네슬레는 미국의 캔디 사업 매각을 검토하고 있다고 밝히기도 했다. 그러나...",http://www.econovill.com/news/articleView.html?idxno=321484
9,굿모닝충청,"당진시, 한가위 명절선물 상품전 참가","시는?이?자리에서?전국?각지에서?모인?전통식품과?농·축·수산물,?건강식품?관련?기업체?및?단체가?기업체?구매?담당자와?대형?백화점,?마트?상품기획자,?유통?바이어?등을?상대로?마케팅을?벌였다. 한편...",http://www.goodmorningcc.com/news/articleView.html?idxno=70803
10,시빅뉴스,"이번엔 유럽산 'E형 간염 소시지' 파동...""동물 피, 생간, 육회 먹으면 위험""","건강식품이라며 생간이나 동물 피를 먹는 것도 지양해야 한다""고 강조했다. 소식을 들은 네티즌들은 연이어 터지는 먹거리 문제에 답답함을 표했다. 한 네티즌은 ""이번 살충제 계란과 E형 간염 소시지 파동으로 청정하다고...",http://www.civicnews.com/news/articleView.html?idxno=9314
11,데일리한국,[주간한국]공정위 대책에 대형유통업체 초긴장,"홈플러스에서 최고 마진율을 보이는 품목은 식품/건강 제품으로 69.5%에 달했다. 이마트는 생활/주방용품이 66.7%, 롯데마트는 패션잡화가 50.0%, 하나로마트는 생활/주방용품이 50.0%로 최고 마진율을 기록했다. 중기중앙회...",http://daily.hankooki.com/lpage/economy/201708/dh20170826070048138060.htm
12,연합뉴스,[한방엑스포 미리보기] 신약개발 원천 천연물의 비전 제시,"이곳에는 천연물을 이용해 만든 의약품, 건강식품, 화장품 등의 제품이 전시돼 있다. 이어지는 '천연물 실험실'(Zone3)은 관람객들이 천연물을 만드는 색다른 체험을 할 수 있다. 증강현실(AR)시스템을 통해 마치 관람객들이...",http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20170824099300064&did=1195m
13,데일리메디,“비뇨생식기질환도 다학제적 접근 필요”,"건강기능식품이나 천연물신약, 의료기기 등을 개발코자 하는 것이다. 여기에 만성적인 비뇨생식기질환에 대한 대국민 교육도 목표로 하며, 어느 정도 외연이 확대되면 이후 학회 창립을 계획할 방침이다. 박 위원장은...",http://www.dailymedi.com/detail.php?number=821840&thread=22r03
14,뉴스1,홀푸드 가격 인하 아마존의 노림수…프라임 회원 유치,"아마존은 ""건강한 유기농 식품을 모두가 이용할 수 있게 하겠다""며 홀푸드 인수가 완료되는 28일부터 대대적인 가격 할인을 예고하며 식품업계에 선전포고를 했다. 아마존의 식료품 배달 서비스 자회사 '아마존 프레시...",http://news1.kr/articles/?3083870
15,국민일보,"생리대 공포 확산, '직구'가 대세?",이미 건강식품 직구 사이트인 '아이허브' 등에서 나트라케어와 콜만은 일시품절 상태에 놓일 정도다. 몰테일에 따르면 건강식품 사이트인 '비타트라'에서도 금주 생리용품 해외직구 건수를 집계한 결과 생리용품 구매...,http://news.kmib.co.kr/article/view.asp?arcid=0011709107&code=61141611&cp=nv
16,머니S,"몰테일, 여성 생리용품 해외직구 증가 …생리용품 전주 比 6.6배↑…국내 미판매 생리컵은 470%↑","해외배송대행서비스 몰테일은 서비스 제휴사이트인 건강식품 전문쇼핑몰 비타트라의 금주(8월 18일~24일) 생리용품 해외직구 건수를 집계한 결과, 전주(8월 11일~17일)대비 약 6.6배 상승했다고 밝혔다. 특히...",http://www.moneyweek.co.kr/news/mwView.php?type=1&no=2017082510308072557&outlink=1
17,문화뉴스,대체식품 전문기업 고려인삼공사 '차가버섯 제품 비교는 가격보다 품질이 우선',"일찍이 차가버섯은 러시아를 비롯해 장수의 나라 일본과 아시아 등지에서 건강식품으로 자리를 잡았으며 국내에서는 홈쇼핑, 건강정보 프로그램 등의 각종 매체에서 차가버섯이 건강을 지키는 음식 중에 하나로...",http://www.munhwanews.com/news/articleView.html?idxno=73742
18,이데일리,"30대 미혼男 ,또래 기혼 男보다 우울증 더 걸려","경인여대 식품영약학과 정남용 교수와 연구팀 대한영양사협회 학술지 최근호에 발표한 ‘30대 남성의 결혼 여부에 따른 신체계측, 혈액성상, 건강상태, 식품섭취빈도 및 영양소 섭취량 비교’ 논문에 따르면 30대...",http://www.edaily.co.kr/news/newspath.asp?newsid=01577686616031256
19,대한급식신문사,맛·품질 뛰어난 '풍원미' 고구마 인기 껑충,'풍원미'는 찐 고구마 감미도가 16.5로 높아 맛이 좋고 눈 건강에 특히 좋은 베타카로틴이 100g당 9.1mg 들어 있어 선호도가 높은 건강식품이다. '풍원미'로 만든 고구마 칩은 모양과 색깔 등 외관 특성이 좋고 바삭하며 저장...,http://www.fsnews.co.kr/news/articleView.html?idxno=22342
20,정책브리핑,"라승용 농촌진흥청장, 전남 특화품목 영농현장 찾아","청년창업농 조합공동체인 '청년농부유통조합 지오쿱'은 30여명의 전남지역 청년농업인이 함께하고 있으며, 최신소비경향에 맞춘 창의적인 상품개발과 건강식품을 통해 주목받고 있다. ?? 농가 방문을 마친 라 청장은...",http://www.korea.kr/policy/pressReleaseView.do?newsId=156221907
21,굿모닝충청,"""경청의 자세 중요…민·관 모두 나서야""","이날?토론회에는?충남도?강흔구?건강증진식품과장,?광역정신건강복지센터?오중근?센터장,?김도윤?부센터장,?박진아?자살예방팀장을?비롯해?일본?아키타현?NPO?구모노이토?사토우?히사오?이사장,?아오모리현...",http://www.goodmorningcc.com/news/articleView.html?idxno=70870
22,뉴스웨이,“국산 생리대 못믿겠다”…해외직구·면생리대 수요↑,해외배송대행서비스 업체인 몰테일은 서비스 제휴사이트인 건강식품 전문쇼핑몰 비타트라의 이번주(18~24일) 생리용품 해외직구 건수를 집계한 결과 외산 생리대 매출이 전주(11~17일) 대비 6.6배나 늘었다고 밝혔다....,http://www.newsway.co.kr/view.php?tp=1&ud=2017082613561615034
23,국제뉴스,"'피트니스 스타' 최준-김민지-박영호,""니카코리아 스타워즈 출격""","박영호의 후원사 ""S&T FOODS (에스엔티푸드)""는 국립 경상대학교와 기술제휴로 건강식품 및 제품을 개발하고 있으며, 대표적으로 국내산 원료를 이용한 식물성 오메가-3인 ‘레드식물성 필수지방산'이 대표적인...",http://www.gukjenews.com/news/articleView.html?idxno=771679
24,미주중앙일보,"건강식품 싸게 구입하려면…""냉동·제철 야채 사세요""","건강식품이라 하면 으레 값비싼 유기농 식품만을 떠올리게 마련. 그러나 꼭 홀푸드마켓이나 유기농 전문점에 가지 않고서도 몸에 좋은 건강식품을 얼마든지 저렴하게 구입할 수 있다. 영양학자들이 귀띔하는, 우리가...",http://www.koreadaily.com/news/read.asp?art_id=5546350
25,에이빙뉴스,"[세텍메가쇼 2017 시즌2 영상] 웰츄럴, 시리얼 및 YOLO다이어트 식품 선봬",웰츄럴은 8월 24일(목)부터 27일(일)까지 세텍에서 열리는 '세텍메가쇼 2017 시즌 2'에 참가해 시리얼 및 YOLO 다이어트 식품 등 건강한 먹거리를 선보였다. 웰츄럴은 더 좋은 먹거리를 위해 좋은 원료 만을 선별하여 맛과...,http://kr.aving.net/news/view.php?articleId=1379986&Branch_ID=kr&rssid=naver&mn_name=news
26,대전투데이,공주서 '생명사랑문화제' 열린다,기념식에 이어 열리는 한?일 자살예방심포지엄에서는 일본 후생성자살대책추진센터와 아키타현 NPO법인 사토우 히사오 대표와 강흔구 도 건강증진식품과장의 강연을 통해 한국과 일본의 자살예방법과 사업에 대한 비교...,http://www.daejeontoday.com/news/articleView.html?idxno=464915
27,녹색경제신문,'세텍메가쇼 2017 시즌 2' 8월 27일까지 세텍(SETEC) 진행중,"패션/악세사리, 건강/다이어트식품, 헤어용품, 스킨/바디케어 등을 전시하여 박람객들의 관람과 구입의 편의를 더했다. <사진제공 - SB미디어> 또한 '대형유통사와 1:1 구매상담회'를 개최하고 있는 세텍메가쇼는...",http://www.greened.kr/news/articleView.html?idxno=33597
28,환경일보,"라승용 농진청장, 전남 특화품목 영농현장 방문","청년창업농?조합공동체인?‘청년농부유통조합?지오쿱’은?30여명의?전남지역?청년농업인이?함께하고?있으며,?최신소비경향에?맞춘?창의적인?상품개발과?건강식품을?통해?주목받고?있는?농가?방문을?마친...",http://www.hkbs.co.kr/news/articleView.html?idxno=435178
29,법률저널,2017 (8.26) 국가직 7급 공무원시험 전문가 총평,"(5) 기출문제의 반복적 출제 → 건강기능식품, 긴급조치, 음란표현, 교육조례, 남북기본합의서, 친생자확인판례 등을 들 수 있다. 2. 2018년 대비 헌법 완전정복을 위한 수험대책 헌법의 공부방법의 효율적인 학습법은...",http://www.lec.co.kr/news/articleView.html?idxno=45328
30,뉴시스,"[글로벌워치]""성장하는 영국 남성 그루밍 시장 잡아라""","코트라 관계자는 ""아세안 내 중산층 증가와 함께 건강한 식품에 대한 인식이 향상돼 수요가 증가하고 있다""며 ""한국 제품은 한류에 힘입어 가격 경쟁력 및 품질을 확보해 제품의 신뢰도와 브랜드 인지도 향상이...",http://www.newsis.com/view/?id=NISX20170826_0000077859&cID=13001&pID=13000
31,데일리안,"이마트, 동국제약 콜라보 브랜드 ‘몰리스 케어’ 론칭","몰리스 케어는 실제 건강기능식품에 사용되는 휴먼그레이드 원료를 활용해 잇몸, 관절, 면역, 눈, 피부 건강 등 기능 별로 구분해 출시한 것이 가장 큰 특징이다. 예를 들어, ‘조인트 에이드’의 경우 ‘초록잎홍합분말’...",http://www.dailian.co.kr/news/view/656384/?sc=naver
32,미디어펜,"이마트, 동국제약 손잡고 애견 사료·영양제·간식 13종 선봬",'몰리스 케어'는 실제 건강기능식품에 사용되는 휴먼그레이드 원료를 활용해 ▲잇몸 ▲관절 ▲면역 ▲눈 ▲피부 건강 등 기능별로 제품을 출시한 것이 특징이다. ?이마트는 글로벌 브랜드들이 절대적인 지위를 갖고...,http://www.mediapen.com/news/view/295147
33,헤럴드경제,이마트 반려견 사업…‘사료ㆍ영양제ㆍ간식’으로 확대,"몰리스 케어 제품들은 건강기능식품에 사용되는 휴먼그레이드 원료를 활용했다. 이에 잇몸과 관절, 면역, 눈, 피부건강 등 다양한 기능에 맞춰서 제품을 출시한 것이 특징이다. 이마트가 동국제약과 손잡고 애완견...",http://news.heraldcorp.com/view.php?ud=20170826000079
34,EBN,"이마트, 동국제약 콜라보 브랜드 '몰리스 케어' 런칭","몰리스 케어는 실제 건강기능식품에 사용되는휴먼그레이드 원료를 활용해 잇몸, 관절, 면역, 눈, 피부 건강 등 기능 별로 나누어 출시한 것이 가장 큰 특징이다. 실례로 '조인트 에이드'의 경우 '초록잎홍합분말' 등을...",http://www.ebn.co.kr/news/view/906846
35,아이뉴스24,"이마트, '몰리스 케어'로 반려견 사료 시장 공략","몰리스 케어는 실제 건강기능식품에 사용되는 휴먼그레이드 원료를 활용해 잇몸, 관절, 면역, 눈, 피부 건강 등 기능 별로 나누어 출시한 것이 가장 큰 특징이다. 예를 들어 '조인트 에이드(joint aid)'의 경우...",http://www.inews24.com/php/news_view.php?g_serial=1044376&g_menu=022500&rrf=nv
36,뉴시스,"이마트, 동국제약과 '몰리스 케어' 애견 먹거리 브랜드 출시","몰리스 케어는 실제 건강기능식품에 사용되는휴먼그레이드 원료를 활용하여 잇몸, 관절, 면역, 눈, 피부 건강 등 기능 별로 나누어 출시한 것이 가장 큰 특징이다. 예를 들어, '조인트 에이드(joint aid)'의 경우...",http://www.newsis.com/view/?id=NISX20170825_0000077670&cID=13001&pID=13000
37,데일리안,"""추석 특수 잡아라""…유통가, 사전예약 열풍","예약 판매 품목은 배, 사과, 곶감 등 농산 27품목, 한우 등 축산 30품목, 굴비, 갈치 등 수산 16품목, 건강식품 24품목 등 총 177가지 품목이다. 대형마트들도 일찍이 추석선물 사전예약에 돌입했다. 이마트는 지난...",http://www.dailian.co.kr/news/view/656470/?sc=naver
38,머니S,[건강] 환절기 불청객 '원형탈모',"면역 전반을 보강하는 한약이나 건강기능식품 섭취, 모근 자체의 면역을 강화하는 약침 등의 치료를 병행하면 빠른 효과를 볼 수 있다. 원형탈모는 단순하게 본다면 미미한 증상으로 여길 수 있지만 사실상 전체...",http://www.moneyweek.co.kr/news/mwView.php?type=1&no=2017081415188018514&outlink=1
39,연합뉴스,끊이지 않는 먹거리 파동…우지 라면에서 살충제 계란까지,한국소비자원은 당시 홈쇼핑 등에서 선풍적인 인기를 끌던 건강기능식품 백수오 관련 제품 상당수에 식품 원료로 인정되지 않고 인체에 유해한 이엽우피소가 섞여 있다고 발표했다. 이 발표로 대량 환불 사태가 일어나...,http://app.yonhapnews.co.kr/YNA/Basic/SNS/r.aspx?c=AKR20170826046400030&did=1195m
40,브릿지경제,"이마트, 동국제약과 ‘몰리스 케어’ 론칭…애견사료·영양제·간식 출시","몰리스 케어는 실제 건강기능식품에 사용되는 휴먼그레이드 원료를 활용하여 잇몸, 관절, 면역, 눈, 피부 건강 등 기능별로 나눠 출시한 것이 가장 큰 특징이다. 일례로, ‘조인트 에이드’의 경우 ‘초록잎홍합분말’...",http://www.viva100.com/main/view.php?key=20170827010009654
41,이데일리,"'건강한 애견사료 팝니다'...이마트, 동국제약과 ‘몰리스 케어’ 론칭","몰리스 케어는 실제 사람이 먹는 건강기능식품에 사용하는 원료를 활용해 잇몸, 관절, 면역, 눈, 피부 건강 등 기능 별로 나누어 출시한 것이 특징이다. 선뵈는 상품 중 ‘조인트 에이드(joint aid)’의 경우...",http://www.edaily.co.kr/news/newspath.asp?newsid=01243126616031584
42,글로벌경제,"이마트, 동국제약 콜라보 브랜드 ‘몰리스 케어’ 론칭","몰리스 케어는 실제 건강기능식품에 사용되는 휴먼그레이드 원료를 활용해 잇몸, 관절, 면역, 눈, 피부 건강 등 기능 별로 나누어 출시한 것이 가장 큰 특징이다. 예를 들어, ‘조인트 에이드(joint aid)’의 경우...",http://www.getnews.co.kr/view.php?ud=20170827092334816454b3c2d373_16
43,아시아경제,"이마트, 동국제약 협업 브랜드 ‘몰리스 케어’ 론칭","실제 건강기능식품에 사용되는 휴먼그레이드 원료를 활용, 잇몸, 관절, 면역, 눈, 피부 건강 등 기능 별로 나눠 출시한 것이 가장 큰 특징이다. 이마트는 글로벌 브랜드들이 절대적인 지위를 갖고 있는 국내 반려견 사료...",http://www.asiae.co.kr/news/view.htm?idxno=2017082709213597605
44,파이낸셜뉴스,"이마트, 동국제약 콜래보 브랜드 '몰리스 케어' 론칭","몰리스 케어는 실제 건강기능식품에 사용되는휴먼그레이드 원료를 활용해 잇몸, 관절, 면역, 눈, 피부 건강 등 기능 별로 나누어 출시한 것이 가장 큰 특징이다. 이마트는 글로벌 브랜드들이 절대적인 지위를 갖고 있는...",http://www.fnnews.com/news/201708270950404001
45,경향신문,"건강보험 보장강화 제외 탈모, 이론과 현실 사이",반면 간접적으로 탈모 진행을 늦추는 데 일조하긴 하지만 결과를 장담할 수 없는 건강기능식품이나 탈모샴푸 등의 세정제 등 관련용품 시장은 꾸준히 커지고 있는 실정이다. 탈모 관련 시장은 연간 4조원을 넘어서는...,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=201708271014001&code=940601
46,푸드경제TV,뉴질랜드 '마누카 꿀(Manuka Honey)',(사진) 마누카 나무로 불리는 차 나무와 마누카 꽃 [김영안 교수의 뉴질랜드 푸드스토리] 글 김영안 / 전 단국대 교수 뉴질랜드 특산품인 마누카(Manuka) 꽃에서 나는 꿀은 '마누카 꿀' 은 대표적인 건강 식품이다....,http://www.foodtvnews.com/view.php?ud=2017082710022399471910de3593_11
47,이뉴스투데이,우리 아버지의 슬픈 뒷모습 ‘집나간 아빠’ 공연,"검증되지 않은 엉터리 건강보조식품을 팔아 하루하루 근근이 살아간다. 그러던 어느 날, 그가 살고 있는 쪽방촌에 노모와 함께 사는 평범한 가정주부를 꿈꾸었던, 수림이 이사를 온다. 상철은 수림과 좋았던 감정, 나빴던...",http://www.enewstoday.co.kr/news/articleView.html?idxno=1102025
48,머니투데이,"이마트, 동국제약과 손잡고 애견 건강식 브랜드 선보여","실제 건강기능식품에 사용되는 휴먼그레이드 원료를 활용해 잇몸, 관절, 면역, 눈, 피부 건강 등 기능 별로 나누어 출시한 것이 가장 큰 특징이다. 예컨대 '조인트 에이드'(joint aid)의 경우 '초록잎홍합분말' 등을...",http://www.mt.co.kr/view/mtview.php?type=1&no=2017082709052877914&outlink=1
49,현대경제신문,"농협 한삼인, 가맹점주 외면한 매출 독식 '논란'","한삼인은 국가브랜드대상 '홍삼건강식품' 부문에서 2년 연속 대상으로 선정된 농협의 홍삼 브랜드다. 농협홍삼은 지난 1996년 (구)인삼협중앙회 고려인삼창으로 출범돼 2002년 (주)농협고려인삼, 2009년 (주)NH농협한삼인...",http://www.finomy.com/news/articleView.html?idxno=47119
